household_size,income,race,age,sex,zipcode,decision
6,64762,asian,21,male,16863,YES
3,40236,caucasian,45,female,90654,NO
2,33659,hispanic,44,female,53766,NO
3,75384,asian,29,male,44743,NO
1,49485,asian,37,female,64925,NO
3,64589,hispanic,44,female,96039,NO
1,79576,african american,60,male,41499,NO
7,77059,caucasian,60,male,39576,YES
3,98158,caucasian,45,female,84983,NO
6,56045,hispanic,32,male,13642,YES
3,91483,asian,49,male,45167,NO
5,14040,asian,11,female,31978,NO
5,38027,african american,8,male,23494,NO
3,38018,asian,58,male,56591,NO
4,68718,hispanic,6,female,75391,NO
5,41357,african american,9,male,76021,NO
10,11741,african american,6,male,98471,YES
4,27139,african american,14,male,41788,NO
2,78355,african american,49,female,76352,NO
5,63750,african american,15,female,52032,NO
3,99267,hispanic,26,male,22707,NO
5,58539,asian,20,male,34115,NO
5,77548,asian,51,male,20560,NO
2,91586,asian,48,female,39364,NO
9,50410,asian,30,female,62294,YES
2,48636,other,8,male,14736,NO
7,96174,hispanic,38,female,25927,YES
7,52570,african american,53,male,67518,YES
9,33552,other,2,male,85815,YES
1,61644,african american,31,male,42336,NO
5,42733,asian,44,female,90027,NO
9,32568,other,22,female,39615,YES
3,68540,hispanic,22,female,79578,NO
6,45278,african american,14,female,31155,YES
6,69201,hispanic,43,female,41126,YES
8,36969,hispanic,22,female,11268,YES
3,17961,african american,16,female,20094,NO
8,87375,hispanic,20,male,90402,YES
4,30408,hispanic,29,male,23059,NO
5,13246,asian,39,male,56056,NO
1,20038,caucasian,30,female,99566,NO
9,96863,caucasian,30,male,38750,YES
9,41857,hispanic,35,female,31521,YES
4,9399,african american,42,female,33780,NO
4,94255,african american,39,female,40615,NO
7,74260,other,5,female,54663,YES
5,25883,caucasian,5,male,18161,NO
9,35814,asian,19,female,95651,YES
5,47047,asian,18,female,99473,NO
2,9495,other,49,male,39769,NO
8,82392,asian,54,male,98009,YES
8,18896,caucasian,23,male,46243,YES
7,20106,african american,46,female,77196,YES
8,39865,african american,43,male,47321,YES
6,10155,other,0,male,70313,YES
2,27984,hispanic,14,female,72436,NO
2,29026,caucasian,36,male,91364,NO
4,65517,african american,23,male,31088,NO
8,39831,african american,51,female,89129,YES
8,96255,other,28,male,54735,YES
4,99493,other,55,male,87051,NO
3,23413,other,40,female,28308,NO
6,73617,other,44,male,22026,YES
8,9446,caucasian,26,female,49609,YES
3,13210,caucasian,2,male,99971,NO
3,10771,asian,25,female,47995,NO
1,91050,other,9,male,34247,NO
7,50622,hispanic,2,male,55286,YES
1,81247,caucasian,51,male,55771,NO
6,16667,caucasian,20,female,10324,YES
10,76726,hispanic,13,male,82794,YES
10,78231,hispanic,4,female,74091,YES
4,15260,caucasian,7,female,48808,NO
4,48667,caucasian,44,male,63280,NO
9,21174,other,58,male,76354,YES
9,72243,african american,27,male,54855,YES
5,73464,other,49,female,18659,NO
1,30010,hispanic,11,male,42888,NO
8,79099,asian,7,female,80061,YES
3,39732,hispanic,46,male,72769,NO
4,60508,african american,51,male,62423,NO
4,83200,caucasian,25,female,27210,NO
5,27789,caucasian,21,female,15434,NO
10,88380,other,17,female,91783,YES
8,27453,hispanic,26,male,53408,YES
9,80227,african american,3,female,40724,YES
8,16606,other,48,female,38209,YES
7,74304,asian,50,female,51357,YES
2,23538,other,55,female,61061,NO
6,54656,hispanic,55,male,31741,YES
1,24159,asian,0,female,93646,NO
4,42280,hispanic,59,male,36769,NO
7,91181,other,30,female,81554,YES
2,35807,other,19,male,99752,NO
3,13592,hispanic,38,male,66763,NO
7,78206,other,55,female,10425,YES
2,17444,african american,42,female,70488,NO
6,74892,hispanic,42,female,45514,YES
10,10292,caucasian,39,female,30109,YES
9,69587,asian,39,female,30409,YES
4,89279,hispanic,10,male,87312,NO
6,69183,caucasian,53,male,23274,YES
10,30193,hispanic,30,male,29713,YES
5,23972,hispanic,29,female,97925,NO
10,93069,other,12,male,16789,YES
1,26384,african american,28,male,10204,NO
9,48433,asian,32,female,36695,YES
3,82951,caucasian,6,male,33555,NO
4,26624,african american,3,male,51919,NO
10,98420,hispanic,25,male,42997,YES
5,58670,caucasian,8,male,95430,NO
7,66544,asian,8,male,35079,YES
3,63005,hispanic,20,male,37271,NO
2,27525,caucasian,30,female,82687,NO
5,91509,african american,5,female,35072,NO
9,95427,african american,46,male,40375,YES
3,85185,asian,10,female,19410,NO
10,69543,other,18,female,20642,YES
5,53462,asian,28,male,33987,NO
8,64487,asian,56,male,35643,YES
1,24239,caucasian,60,male,37540,NO
4,25883,other,37,female,22820,NO
7,94797,african american,59,male,39452,YES
3,78612,hispanic,47,male,94286,NO
3,69961,caucasian,13,female,13309,NO
4,37084,hispanic,58,female,43355,NO
10,98410,other,5,male,28566,YES
7,64828,hispanic,9,female,71613,YES
4,92879,hispanic,17,male,11930,NO
8,58357,african american,13,male,85680,YES
5,10415,asian,27,male,54161,NO
2,60218,caucasian,13,female,40688,NO
1,74247,other,51,male,80570,NO
4,97647,caucasian,46,male,42247,NO
8,94120,caucasian,2,male,42934,YES
7,17687,other,16,male,15652,YES
9,30366,other,49,female,21656,YES
1,39636,african american,54,female,88437,NO
1,64946,hispanic,17,female,20646,NO
2,73763,hispanic,6,male,47813,NO
6,39677,african american,41,male,43623,YES
9,30939,hispanic,17,female,62670,YES
2,15770,asian,32,female,40127,NO
9,56643,other,25,female,99950,YES
1,66793,caucasian,51,female,76498,NO
5,72567,asian,50,male,28395,NO
1,21414,asian,29,female,77638,NO
2,57361,hispanic,23,female,77634,NO
1,56722,caucasian,54,female,13722,NO
5,33877,caucasian,26,male,47540,NO
5,92624,hispanic,39,male,68103,NO
3,81074,other,1,male,41886,NO
2,79056,other,47,female,98891,NO
5,24213,caucasian,55,female,30219,NO
9,59443,asian,28,male,56348,YES
6,80571,african american,20,male,67377,YES
8,48555,african american,54,male,96011,YES
3,44550,caucasian,50,female,92340,NO
1,69084,asian,31,male,61784,NO
7,17516,african american,21,male,16921,YES
3,38560,asian,52,female,82354,NO
10,86182,asian,43,female,70447,YES
10,98316,asian,3,male,23045,YES
3,69664,asian,53,female,46025,NO
3,90050,asian,28,female,89489,NO
6,57618,other,6,female,27388,YES
8,12375,caucasian,5,male,84348,YES
8,72001,caucasian,12,female,29684,YES
9,29520,hispanic,45,male,90841,YES
10,15102,asian,53,male,41348,YES
3,62059,caucasian,20,male,39922,NO
5,80844,asian,50,female,67456,NO
5,15782,hispanic,21,male,13936,NO
10,53867,caucasian,11,male,21172,YES
7,45117,hispanic,51,male,70196,YES
5,39242,hispanic,44,male,70673,NO
2,32951,african american,53,female,40057,NO
4,65948,african american,30,female,35793,NO
7,81019,hispanic,45,male,37094,YES
6,72186,other,16,female,84721,YES
4,86438,caucasian,59,female,83179,NO
2,43394,other,48,female,73060,NO
7,93519,hispanic,17,female,52469,YES
4,39196,african american,11,female,53797,NO
4,75256,caucasian,5,female,55338,NO
7,80164,asian,14,male,94343,YES
5,64042,african american,51,male,18368,NO
3,95631,asian,26,male,54441,NO
9,90881,african american,2,male,68289,YES
3,56257,other,29,male,10652,NO
1,20077,hispanic,8,female,94838,NO
1,88774,asian,3,male,59853,NO
8,96278,hispanic,24,female,28538,YES
5,49788,asian,17,male,66993,NO
6,34740,asian,54,female,94615,YES
4,50883,other,4,male,77687,NO
10,59444,other,10,male,32152,YES
10,59675,african american,45,male,25182,YES
7,38715,asian,28,male,54123,YES
6,38093,african american,45,female,61581,YES
5,43318,asian,45,female,58239,NO
6,97499,caucasian,11,male,72731,YES
2,32951,hispanic,1,female,74080,NO
10,44585,asian,33,male,66170,YES
8,95718,hispanic,43,female,98401,YES
4,10148,other,23,female,93174,NO
4,48962,african american,47,female,50901,NO
9,11588,caucasian,7,female,10379,YES
3,79867,caucasian,23,female,41253,NO
8,49266,other,8,female,79155,YES
10,94304,caucasian,55,male,39286,YES
4,20635,african american,10,male,28552,NO
9,28847,other,24,female,39978,YES
5,71272,hispanic,0,male,91396,NO
2,34735,caucasian,53,female,22299,NO
3,41777,other,1,female,94775,NO
7,38821,other,56,female,95105,YES
6,92129,asian,23,female,23629,YES
5,54206,hispanic,1,male,70706,NO
7,66217,caucasian,19,male,21564,YES
9,19317,other,48,female,88587,YES
1,96980,hispanic,17,male,73587,NO
2,71808,hispanic,40,male,21445,NO
4,96363,asian,53,male,59342,NO
3,77781,african american,33,female,92656,NO
9,45432,african american,34,female,82703,YES
5,76947,hispanic,23,male,11139,NO
7,57202,other,24,male,24736,YES
6,55438,asian,34,female,51552,YES
9,38403,asian,46,male,22947,YES
6,62824,other,60,male,20210,YES
10,74945,asian,11,male,65759,YES
1,44703,other,26,male,46183,NO
7,96503,asian,12,male,76313,YES
3,67061,caucasian,43,male,27420,NO
4,74379,hispanic,20,male,12780,NO
4,50369,other,5,female,43420,NO
6,9144,caucasian,42,female,47853,YES
10,66089,caucasian,41,female,84851,YES
4,65514,other,25,male,52590,NO
6,55316,asian,20,male,12539,YES
8,83346,caucasian,14,female,69624,YES
9,87187,other,0,male,49004,YES
2,84150,african american,35,female,77172,NO
1,38568,other,25,female,16817,NO
9,21132,asian,27,female,25935,YES
2,69840,african american,1,male,21552,NO
6,52229,hispanic,22,female,71225,YES
3,88484,hispanic,30,male,99899,NO
2,23157,asian,16,male,76421,NO
6,52572,hispanic,51,male,57973,YES
2,78585,asian,4,male,47406,NO
9,80096,asian,51,male,53360,YES
8,96069,hispanic,57,female,52956,YES
1,86695,caucasian,48,male,55425,NO
9,76909,african american,52,male,19330,YES
4,37554,hispanic,1,male,66320,NO
10,91269,caucasian,11,female,92333,YES
8,24540,african american,56,female,90950,YES
2,10077,caucasian,42,male,42232,NO
8,87372,caucasian,7,male,17308,YES
4,45031,hispanic,15,male,83190,NO
6,47770,caucasian,29,female,11804,YES
10,79201,hispanic,55,female,60145,YES
7,51619,other,58,female,43905,YES
8,20596,caucasian,4,male,27168,YES
8,60009,other,9,female,20045,YES
4,29848,asian,23,female,62776,NO
6,37768,african american,50,male,76607,YES
1,79841,hispanic,48,female,45369,NO
10,49394,asian,10,female,21214,YES
5,80359,hispanic,24,male,63106,NO
4,83783,hispanic,27,female,20548,NO
3,37463,caucasian,59,male,20590,NO
2,17610,other,17,female,24010,NO
2,63075,other,5,female,85625,NO
6,57510,african american,17,male,64482,YES
8,19865,hispanic,32,male,85981,YES
6,40797,african american,17,male,90397,YES
9,72812,other,37,female,54530,YES
6,56012,african american,54,female,25226,YES
8,80886,other,21,male,50588,YES
1,63914,hispanic,40,male,48383,NO
3,19135,hispanic,50,male,87611,NO
2,14556,caucasian,45,male,24762,NO
7,90465,asian,12,female,55819,YES
10,93946,hispanic,26,male,18502,YES
1,34459,hispanic,14,female,41005,NO
1,36873,caucasian,25,female,53675,NO
10,68136,caucasian,29,male,75921,YES
6,42500,other,31,female,97072,YES
10,10108,caucasian,42,male,90472,YES
7,63769,hispanic,25,male,70181,YES
1,10309,african american,39,female,13184,NO
1,30943,other,49,female,18511,NO
1,29370,other,49,male,33117,NO
3,23615,hispanic,12,female,86606,NO
10,16039,asian,54,male,22545,YES
2,86749,asian,3,female,43586,NO
9,18056,other,36,male,42808,YES
10,10265,african american,12,female,44911,YES
8,87707,african american,44,female,74615,YES
2,52324,african american,46,male,37394,NO
6,96876,african american,23,male,91437,YES
10,69289,caucasian,56,female,90377,YES
10,71083,hispanic,35,female,11068,YES
7,82014,hispanic,1,male,74022,YES
5,78978,african american,41,male,36951,NO
4,22149,asian,29,female,50512,NO
5,79589,other,35,female,38389,NO
6,90229,african american,40,female,92827,YES
5,73363,hispanic,18,female,91768,NO
1,32768,caucasian,32,female,62552,NO
9,46889,caucasian,32,female,24237,YES
3,50314,hispanic,15,female,45895,NO
5,51602,asian,30,male,94985,NO
5,46283,african american,22,female,12237,NO
2,63949,african american,35,male,39256,NO
5,99065,african american,40,male,56282,NO
1,17303,asian,8,female,90255,NO
10,63099,asian,0,male,86570,YES
8,87652,asian,53,female,79866,YES
9,38952,hispanic,59,male,69633,YES
9,79045,other,2,female,89647,YES
6,85340,asian,21,female,99266,YES
4,95788,caucasian,17,male,42784,NO
3,84514,caucasian,31,male,19819,NO
5,37052,caucasian,38,male,25121,NO
8,9644,asian,16,male,71552,YES
3,95513,caucasian,14,female,43298,NO
9,28411,african american,18,female,72619,YES
4,25501,caucasian,41,female,89210,NO
6,77012,asian,2,male,48541,YES
2,77534,caucasian,47,female,42239,NO
9,43167,hispanic,31,male,30232,YES
1,72461,asian,36,female,26075,NO
7,43896,african american,52,male,36278,YES
9,18604,african american,58,female,65408,YES
4,58358,hispanic,28,female,74566,NO
6,76071,other,48,female,16869,YES
6,79736,other,21,female,99971,YES
5,70502,caucasian,15,male,57024,NO
3,89346,hispanic,1,female,51527,NO
5,36326,caucasian,52,male,76752,NO
4,94175,african american,45,female,34924,NO
7,41757,african american,22,male,90160,YES
4,44639,asian,38,female,11354,NO
5,65106,african american,8,male,95168,NO
5,93866,caucasian,51,male,91037,NO
7,78309,caucasian,3,male,25815,YES
5,14479,other,18,female,57438,NO
3,78914,asian,53,male,27546,NO
4,68087,other,40,male,38773,NO
8,83814,hispanic,4,female,29681,YES
1,92556,caucasian,38,male,53951,NO
3,28003,asian,27,male,49765,NO
6,37858,hispanic,59,male,12137,YES
9,57671,asian,30,female,11487,YES
7,27618,other,25,male,73113,YES
7,60687,asian,50,male,78685,YES
6,91649,hispanic,56,male,29834,YES
5,83455,hispanic,10,female,75707,NO
2,48644,caucasian,56,male,85213,NO
5,25785,caucasian,37,male,32213,NO
7,82743,caucasian,14,female,63458,YES
3,78918,hispanic,19,male,44303,NO
1,80082,african american,52,female,50206,NO
6,44848,caucasian,21,female,26867,YES
7,75277,asian,35,female,54735,YES
8,51752,other,35,female,58653,YES
8,61044,caucasian,41,female,30796,YES
8,27434,caucasian,23,female,92120,YES
1,78438,other,34,female,85208,NO
3,22705,hispanic,14,female,51139,NO
3,16044,hispanic,8,male,93932,NO
9,25056,hispanic,46,male,72509,YES
10,70349,african american,11,female,27759,YES
7,96632,other,8,male,12120,YES
9,23541,other,22,female,55874,YES
8,29870,asian,47,male,81352,YES
6,23725,african american,16,male,22685,YES
1,38220,african american,10,male,67303,NO
10,51920,other,5,female,85672,YES
7,48456,asian,30,male,42609,YES
10,80928,hispanic,30,male,14037,YES
7,67113,african american,51,female,15754,YES
10,11671,other,45,male,91046,YES
9,98308,other,21,male,19981,YES
2,16926,hispanic,57,male,75902,NO
10,67616,caucasian,19,female,69205,YES
4,90696,hispanic,35,female,57035,NO
6,90919,other,33,male,37622,YES
6,24767,hispanic,13,male,79836,YES
7,89257,hispanic,33,male,10148,YES
7,50889,asian,51,male,64183,YES
3,66390,caucasian,42,female,22317,NO
7,82597,asian,13,male,27063,YES
2,11061,hispanic,26,female,90226,NO
6,41107,hispanic,37,female,16999,YES
2,82072,other,42,male,81173,NO
8,53403,african american,24,female,93648,YES
3,27952,hispanic,45,male,81485,NO
5,96485,hispanic,36,female,51571,NO
5,96102,hispanic,37,male,65227,NO
2,10207,caucasian,55,female,85569,NO
2,24430,asian,0,female,24797,NO
6,83773,african american,3,female,28571,YES
6,51164,caucasian,17,male,14640,YES
2,41271,asian,40,female,16863,NO
5,28694,caucasian,2,male,81523,NO
5,64730,other,15,male,25595,NO
10,63453,caucasian,0,female,78230,YES
4,23669,asian,41,female,65788,NO
2,98371,other,32,female,48458,NO
6,87643,asian,17,female,49185,YES
3,62202,asian,13,female,48609,NO
4,27482,other,34,female,54451,NO
1,9816,caucasian,57,female,27623,NO
10,19827,caucasian,33,female,81675,YES
3,49850,other,27,male,48264,NO
9,20435,asian,47,female,35619,YES
2,39576,other,19,female,84856,NO
10,62181,other,51,male,15038,YES
9,55310,asian,60,female,80024,YES
9,74020,other,24,female,64528,YES
8,62009,caucasian,11,female,49744,YES
4,34517,asian,55,female,71256,NO
8,92750,african american,40,female,94627,YES
6,96153,african american,44,female,37234,YES
4,10262,other,8,male,89050,NO
4,98025,caucasian,42,female,98487,NO
8,72440,caucasian,30,female,82567,YES
7,24300,other,40,male,43280,YES
9,20680,caucasian,2,female,47217,YES
3,14945,african american,22,male,30340,NO
6,79890,asian,34,male,30310,YES
2,16643,other,22,male,34328,NO
9,97257,caucasian,27,male,16931,YES
6,24571,asian,46,male,13081,YES
7,42557,caucasian,58,male,80851,YES
9,42549,hispanic,30,female,83980,YES
9,62121,caucasian,39,female,92396,YES
6,46684,asian,42,female,91058,YES
1,12735,asian,8,male,91165,NO
1,26942,caucasian,18,female,51552,NO
9,55401,hispanic,9,female,98120,YES
7,15247,african american,31,male,94245,YES
6,41155,caucasian,18,male,63313,YES
6,58510,other,12,male,18582,YES
10,48551,other,46,female,49100,YES
1,24044,hispanic,35,male,16836,NO
9,17598,asian,55,male,64544,YES
2,42404,asian,54,male,85059,NO
2,51453,hispanic,60,male,13886,NO
8,66842,other,16,female,24271,YES
9,57750,other,18,male,30929,YES
1,73687,asian,2,male,88300,NO
7,15401,hispanic,13,female,81559,YES
5,27479,african american,52,female,31469,NO
1,46002,asian,36,female,68901,NO
1,45322,african american,28,male,23420,NO
10,77184,hispanic,36,male,92471,YES
5,43906,asian,9,male,86227,NO
5,70964,african american,51,female,36600,NO
3,40353,asian,19,female,27633,NO
1,53572,african american,12,male,86496,NO
10,45010,other,5,male,86335,YES
4,84907,asian,9,female,11550,NO
6,34336,asian,11,male,55327,YES
9,12294,asian,57,female,91544,YES
2,14448,other,24,female,10336,NO
5,29270,asian,26,female,28561,NO
4,67338,caucasian,16,female,52227,NO
5,76979,caucasian,14,male,55757,NO
10,36666,caucasian,59,female,36537,YES
8,57638,caucasian,20,male,73257,YES
7,47712,other,60,male,69575,YES
2,39762,caucasian,25,male,61343,NO
6,94814,caucasian,51,female,43165,YES
10,80382,african american,16,male,39906,YES
10,72362,african american,8,female,89509,YES
1,32827,caucasian,8,male,76997,NO
10,43009,caucasian,7,male,59239,YES
4,24898,asian,10,male,17808,NO
10,95685,caucasian,60,male,92667,YES
4,79160,african american,60,male,59635,NO
8,20146,hispanic,34,female,29501,YES
1,68557,other,43,female,39397,NO
6,56388,caucasian,4,female,16582,YES
1,29422,other,9,male,16278,NO
5,48874,african american,39,female,12167,NO
7,20725,caucasian,4,male,49909,YES
6,79300,african american,49,male,82550,YES
2,84037,asian,11,female,33876,NO
10,94213,hispanic,21,male,86196,YES
8,90406,african american,22,female,18536,YES
4,15402,african american,25,female,27481,NO
3,56462,african american,2,female,66166,NO
2,31674,other,31,female,21729,NO
1,57849,caucasian,56,male,94398,NO
9,33954,african american,60,female,82834,YES
9,81714,hispanic,33,male,35213,YES
4,46326,caucasian,51,male,67536,NO
9,48324,caucasian,37,male,22805,YES
1,52388,other,9,female,68828,NO
3,90623,hispanic,38,male,39473,NO
5,75870,other,3,male,38096,NO
6,62463,hispanic,59,male,43828,YES
5,63137,caucasian,28,female,47186,NO
3,94355,caucasian,57,female,48244,NO
3,54009,caucasian,4,male,88375,NO
8,64997,caucasian,45,male,99027,YES
6,61248,caucasian,23,male,52098,YES
2,65144,other,32,female,21036,NO
4,96838,african american,3,female,69861,NO
1,90945,caucasian,57,male,58896,NO
4,37627,other,6,male,12230,NO
10,78301,other,9,female,67746,YES
4,14833,asian,16,female,97223,NO
9,26818,african american,0,male,88114,YES
6,11001,hispanic,38,female,43309,YES
6,86937,asian,46,male,85467,YES
10,87380,other,26,male,70437,YES
9,52653,asian,2,female,72585,YES
10,68018,african american,15,female,38808,YES
4,68112,asian,1,female,75790,NO
8,16705,caucasian,44,female,41890,YES
9,62499,other,51,female,65190,YES
8,47829,caucasian,49,female,64378,YES
1,63876,caucasian,3,female,20861,NO
10,75936,hispanic,52,female,38728,YES
1,62365,caucasian,34,male,28532,NO
6,79679,other,42,female,46319,YES
9,34742,african american,24,female,81030,YES
1,54367,hispanic,57,female,97698,NO
2,27512,other,23,female,34760,NO
6,61181,other,24,female,58773,YES
9,24975,other,28,male,29356,YES
6,15617,asian,45,female,74659,YES
2,63848,african american,34,male,15052,NO
3,89404,asian,31,male,62027,NO
7,97285,asian,56,male,66714,YES
1,18715,hispanic,15,male,89094,NO
4,26477,hispanic,44,male,11641,NO
3,36528,hispanic,9,female,95780,NO
3,83260,asian,22,male,47333,NO
2,10968,asian,45,female,93294,NO
1,63989,other,22,female,52464,NO
8,53306,hispanic,25,female,68869,YES
10,35011,hispanic,57,female,91079,YES
6,88624,caucasian,43,male,55765,YES
6,27443,other,0,female,21740,YES
1,14064,other,43,male,82143,NO
6,46006,caucasian,6,male,34744,YES
10,38650,caucasian,15,female,66253,YES
10,42251,caucasian,12,female,71042,YES
10,90317,hispanic,31,female,62434,YES
5,75306,caucasian,12,female,64827,NO
5,20141,other,40,male,49857,NO
2,69084,other,27,female,43321,NO
9,12429,caucasian,0,female,91469,YES
5,73707,african american,58,male,35217,NO
2,21077,hispanic,13,female,78423,NO
7,81996,hispanic,46,male,79167,YES
1,32179,other,29,female,62421,NO
3,42078,caucasian,51,female,58862,NO
1,38975,hispanic,11,female,67905,NO
10,19010,asian,37,female,28296,YES
3,24080,other,46,male,22086,NO
7,17321,african american,32,female,67214,YES
6,37770,african american,28,male,12764,YES
10,84745,caucasian,14,female,37481,YES
7,93197,african american,54,male,57772,YES
2,88708,african american,56,female,96098,NO
2,52139,african american,37,male,33893,NO
5,85919,asian,45,male,91575,NO
4,34750,other,26,female,45691,NO
3,26236,african american,4,female,40808,NO
5,35136,hispanic,13,female,61729,NO
7,69819,other,37,female,66320,YES
4,17035,african american,59,male,95475,NO
5,89207,caucasian,38,male,82031,NO
1,61442,hispanic,7,male,96756,NO
3,74693,caucasian,45,male,26705,NO
10,51890,african american,31,female,10371,YES
8,10908,asian,55,female,18753,YES
6,46058,asian,21,male,59483,YES
5,79930,african american,47,female,85862,NO
10,35651,african american,50,female,30628,YES
5,61796,african american,44,female,62718,NO
6,95385,hispanic,57,male,47672,YES
8,59362,other,36,male,86659,YES
4,21154,other,40,female,63894,NO
6,54514,caucasian,38,female,15765,YES
6,58942,hispanic,45,male,71413,YES
3,77200,african american,32,female,85821,NO
5,95212,asian,18,female,59328,NO
8,84620,asian,35,male,41066,YES
8,86739,african american,19,male,28736,YES
6,84372,asian,29,male,82674,YES
10,14046,hispanic,55,male,47762,YES
4,24564,hispanic,46,male,36627,NO
9,43893,hispanic,6,male,50865,YES
10,25801,hispanic,35,male,47902,YES
10,54880,hispanic,6,male,17408,YES
1,96040,other,31,female,65515,NO
5,84718,african american,30,female,28587,NO
10,98009,caucasian,2,female,23445,YES
9,20590,african american,40,male,24957,YES
10,89200,other,26,female,70966,YES
3,60315,asian,44,female,36236,NO
6,80407,caucasian,34,female,93392,YES
7,14452,other,13,male,71246,YES
4,78574,caucasian,52,male,93434,NO
6,92661,hispanic,56,male,53863,YES
7,67411,hispanic,44,male,97444,YES
6,36049,hispanic,60,male,47538,YES
9,51211,caucasian,25,male,62461,YES
4,77351,caucasian,47,female,73362,NO
9,49763,african american,53,male,60233,YES
3,49053,caucasian,3,female,96171,NO
10,70569,asian,42,female,23644,YES
7,21932,caucasian,24,female,91976,YES
9,58024,asian,12,male,82439,YES
8,17523,african american,55,female,69270,YES
2,81034,other,55,female,62030,NO
1,33930,hispanic,26,male,21907,NO
9,45568,asian,2,female,15325,YES
3,87067,african american,18,male,69163,NO
1,36595,caucasian,0,female,15534,NO
7,26275,other,60,female,40733,YES
10,18485,asian,40,male,49586,YES
2,12630,caucasian,42,female,79982,NO
3,82354,asian,37,female,16684,NO
2,12962,african american,58,male,72712,NO
8,31661,asian,17,female,40666,YES
1,97224,hispanic,8,male,71162,NO
2,94113,african american,36,female,51413,NO
7,38367,caucasian,50,male,52061,YES
9,25383,asian,23,male,47238,YES
7,29945,african american,29,female,83999,YES
3,92271,african american,45,male,55347,NO
1,49792,asian,8,male,57151,NO
7,57904,african american,30,female,51746,YES
10,44272,caucasian,5,male,87393,YES
6,67985,asian,0,female,83199,YES
8,67300,caucasian,4,male,59666,YES
5,75230,asian,41,female,56030,NO
3,97362,african american,8,female,40737,NO
3,74394,hispanic,59,female,30566,NO
8,35569,asian,26,female,74512,YES
1,72976,african american,24,female,54408,NO
6,95148,hispanic,54,female,50182,YES
10,88235,hispanic,23,male,47058,YES
8,21482,hispanic,20,male,26745,YES
5,16617,other,26,male,92133,NO
7,12144,hispanic,41,male,73461,YES
4,98997,asian,48,female,56342,NO
4,65804,other,6,male,84559,NO
5,66546,african american,14,male,80506,NO
2,35893,other,38,male,15080,NO
1,33505,hispanic,42,female,86250,NO
4,28644,african american,2,male,95014,NO
7,44619,african american,16,male,31705,YES
7,92484,caucasian,56,female,88990,YES
1,71556,asian,22,male,89692,NO
10,43113,caucasian,28,male,46618,YES
6,65223,african american,54,male,97635,YES
5,10428,asian,3,male,61661,NO
7,79874,asian,52,male,65628,YES
2,29386,asian,54,male,85157,NO
7,86322,caucasian,30,female,40826,YES
3,51037,hispanic,18,female,48710,NO
5,84565,african american,30,male,51856,NO
2,19059,caucasian,32,female,10119,NO
2,23261,hispanic,47,male,98445,NO
6,95003,caucasian,32,male,73874,YES
7,64340,caucasian,59,male,50275,YES
4,21943,african american,46,male,50403,NO
5,91865,hispanic,5,female,75404,NO
2,41098,african american,20,female,40836,NO
2,16111,asian,18,male,59264,NO
4,33245,other,2,male,82685,NO
8,86573,other,35,male,19904,YES
2,63994,caucasian,21,male,24992,NO
4,49518,african american,32,female,19282,NO
6,57787,asian,50,male,28812,YES
4,62353,other,57,female,23156,NO
3,27503,asian,52,male,37852,NO
1,74331,other,19,female,56769,NO
3,48286,other,41,female,43773,NO
6,91279,african american,37,male,42037,YES
3,85173,asian,32,female,74512,NO
2,37103,caucasian,7,male,74262,NO
2,30612,hispanic,4,female,65601,NO
7,9506,hispanic,11,female,68888,YES
9,15146,african american,20,male,59455,YES
4,71372,asian,56,male,51086,NO
10,67057,hispanic,48,male,71478,YES
7,27158,hispanic,60,female,47215,YES
5,14046,caucasian,7,female,28692,NO
10,53335,hispanic,3,male,24349,YES
9,54062,caucasian,13,male,59888,YES
10,20308,other,21,female,68404,YES
4,89074,other,48,male,54046,NO
2,64057,african american,40,male,49007,NO
3,89705,african american,11,female,21364,NO
7,94371,hispanic,37,male,94893,YES
1,57354,other,25,female,14021,NO
2,32945,hispanic,3,female,39035,NO
3,77533,caucasian,48,female,25467,NO
5,41266,other,21,male,52016,NO
5,16070,caucasian,1,female,57542,NO
6,58086,caucasian,2,male,39781,YES
8,19416,caucasian,41,female,95618,YES
4,22849,african american,29,male,19452,NO
10,63786,asian,37,female,29257,YES
4,63065,caucasian,58,male,27531,NO
6,55312,other,58,female,80960,YES
8,23591,african american,19,male,88228,YES
8,90156,hispanic,12,female,25202,YES
4,32316,african american,24,male,72887,NO
6,82653,hispanic,27,male,63293,YES
6,61271,other,6,male,42731,YES
2,59578,african american,47,female,99373,NO
2,68164,asian,37,male,17909,NO
1,40700,caucasian,12,male,97910,NO
8,51166,asian,32,male,74364,YES
6,72904,hispanic,38,female,13079,YES
3,14552,other,47,male,18142,NO
9,82910,hispanic,3,female,23734,YES
8,74910,african american,35,female,52714,YES
8,34226,caucasian,3,female,56804,YES
6,53556,caucasian,28,male,34660,YES
4,88272,african american,8,male,71034,NO
5,60522,asian,3,female,51688,NO
8,28068,african american,33,female,64944,YES
3,33368,other,13,male,21741,NO
1,23305,hispanic,10,female,89727,NO
1,36687,hispanic,45,male,58961,NO
4,33321,asian,42,male,76906,NO
5,89517,hispanic,27,female,90774,NO
2,53766,asian,26,male,81654,NO
6,18837,hispanic,41,male,95297,YES
6,80360,other,56,male,40405,YES
